name,fullname,dob,country,position,foot,weight,height,potential,elo,href
Robert Acquafresca,Robert Acquafresca,1987-09-11,Italy,STR (Striker),Right,77.0,184.0,75,75,/player/r-acquafresca-52179
Cristian Rodríguez,Cristian Gabriel Rodríguez Barrotti,1985-09-30,Uruguay,MID (Midfielder),Left-footed,79.0,178.0,80,52,/player/c-rodriguez-3281
Aly Cissokho,Aly Cissokho,1987-09-15,France,DF (Defender),Left-footed,75.0,181.0,79,45,/player/a-cissokho-67060
Jonathan,Jonathan De Amo Pérez,1990-01-13,Spain,DF (Defender),Right,81.0,190.0,61,54,/player/jonathan-de-amo-75086
Miroslav Stevanović,Miroslav Stevanović,1990-07-29,Bosnia and Herzegovina,MID (Midfielder),Right,71.0,182.0,79,74,/player/m-stevanovic-160962
Alexandre Song,Alexandre Dimitri Song-Billong,1987-09-09,Cameroon,MID (Midfielder),Right,76.0,184.0,83,37,/player/a-song-462
Oguchi Onyewu,Oguchi Onyewu,1982-05-13,United States,DF (Defender),Right,91.0,195.0,81,81,/player/o-onyewu-52196
Antonio Puertas,Antonio José Rodríguez Díaz,1992-02-21,Spain,STR (Striker),Right,77.0,183.0,81,76,/player/antonio-puertas-134656
Francisco Silva,Francisco Andrés Silva Gajardo,1986-02-11,Chile,MID (Midfielder),Right,75.0,178.0,73,73,/player/f-silva-70567
Loukas Vyntra,Loukas Vyntra,1981-02-05,Czech Republic,DF (Defender),Right,76.0,184.0,79,48,/player/l-vyntra-23309
Anthony Annan,Anthony Annan,1986-07-21,Ghana,MID (Midfielder),Right,65.0,175.0,68,54,/player/a-annan-14882
Danijel Pranjić,Danijel Pranjić,1981-12-02,Croatia,DF (Defender),Left-footed,67.0,172.0,84,84,/player/d-pranjic-1603
Marc Fernández,Marc Fernández Gracia,1990-04-29,Spain,STR (Striker),Left-footed,70.0,179.0,69,61,/player/marc-61811
Christian Lell,Christian Lell,1984-08-29,Germany,DF (Defender),Unknown,80.0,180.0,74,73,/player/lell-1930
Joel Campbell,Joel Nathaniel Campbell Samuels,1992-06-26,Costa Rica,STR (Striker),Left-footed,70.0,178.0,78,72,/player/j-campbell-107053
Thomas,Thomas Teye Partey,1993-06-13,Ghana,MID (Midfielder),Right,77.0,185.0,84,81,/player/thomas-139111
José Núñez,José Ariel Núñez Portelli,1988-09-12,Paraguay,STR (Striker),Right,74.0,172.0,62,51,/player/j-nunez-229249
Oriol Riera,Oriol Riera Magem,1986-07-03,Spain,STR (Striker),Right,78.0,184.0,75,75,/player/oriol-riera-33224
Adolfo Olmedo,Adolfo Martínez Olmedo,1992-01-15,Spain,MID (Midfielder),Unknown,71.0,176.0,41,33,/player/adolfo-olmedo-126997
Aarón Escandell,Aarón Escandell Banacloche,1995-09-27,Spain,GOA (Goalkeeper),Right,71.0,185.0,66,58,/player/aaron-199145
Jérémy Perbet,Jérémy Louis Perbet,1984-12-12,France,STR (Striker),Right,85.0,184.0,73,57,/player/j-perbet-14040
José Carlos,José Carlos Lozano López,1990-08-13,Spain,DF (Defender),Right,,,52,45,/player/jose-carlos-lozano-lopez
Lorenzo Reyes,Lorenzo Enrique Reyes Vicencio,1991-06-13,Chile,MID (Midfielder),Right,76.0,176.0,73,66,/player/l-reyes-94675
Lobato,Cristian Lobato Villegas,1989-03-07,Spain,STR (Striker),Left-footed,66.0,174.0,64,46,/player/c-lobato-64083
Héctor Pizana,Héctor Pizana Pascual,1995-02-07,Spain,GOA (Goalkeeper),Right,74.0,182.0,54,48,/player/hector-pizana-215464
Guillermo Sara,Guillermo Enrique Sara,1987-09-30,Argentina,GOA (Goalkeeper),Right,82.0,184.0,73,73,/player/g-sara-112038
Orestis Karnezis,Orestis Karnezis,1985-07-11,Greece,GOA (Goalkeeper),Right,79.0,189.0,78,33,/player/o-karnezis-23297
Roberto Chen,Roberto Leandro Chen Rodríguez,1994-05-24,Panama,DF (Defender),Right,80.0,182.0,57,51,/player/r-chen-152133
Braian Rodriguez,Braian Damián Rodríguez Carballo,1986-08-14,Uruguay,STR (Striker),Right,88.0,191.0,74,74,/player/braian-rodriguez-54970
Daniel Carriço,Daniel Filipe Martins Carriço,1988-08-04,Portugal,DF (Defender),Right,79.0,182.0,80,54,/player/d-carrico-37468
Moi Delgado,Moisés Delgado López,1994-04-18,Spain,DF (Defender),Left-footed,66.0,180.0,61,55,/player/moises-196472
Richard Boateng,Richard Boateng,1992-07-10,Ghana,MID (Midfielder),Right,66.0,180.0,64,54,/player/r-boateng-89420
Humberto Osorio,Humberto Segundo Osorio Botello,1988-06-24,Colombia,STR (Striker),Right,79.0,178.0,70,52,/player/h-osorio-63125
Alexandre Coeff,Alexandre Serge Coeff,1992-02-20,France,DF (Defender),Right,71.0,185.0,65,59,/player/a-coeff-69311
Samuel,Samuel García Sánchez,1990-07-13,Spain,STR (Striker),Right,72.0,179.0,71,71,/player/samuel-67047
Ander Cantero,Ander Cantero Armendáriz,1995-01-09,Spain,GOA (Goalkeeper),Left-footed,82.0,189.0,67,59,/player/cantero-139044
Guillermo Fernández,Guillermo Fernández Hierro,1993-05-23,Spain,STR (Striker),Right,71.0,178.0,65,58,/player/guillermo-67763
Raul Rusescu,Raul Andrei Rusescu,1988-07-09,Romania,STR (Striker),Right,75.0,181.0,71,53,/player/r-rusescu-21567
Javi Flores,Javier Flores Santacruz,1986-02-09,Spain,MID (Midfielder),Right,64.0,170.0,69,57,/player/javi-flores-30633
Gilberto García,Gilberto García Olarte,1987-01-27,Colombia,DF (Defender),Right,73.0,180.0,75,66,/player/gilberto-garcia-208922
Suso,Jesús Joaquín Fernández Sáez De La Torre,1993-11-19,Spain,STR (Striker),Left-footed,72.0,178.0,84,66,/player/suso-138598
Sérgio Pinto,Sérgio Da Silva Pinto,1980-10-16,Portugal,MID (Midfielder),Unknown,72.0,176.0,79,79,/player/s-pinto-2162
Zubi,Andres González Jaén,1993-05-21,Spain,STR (Striker),Left-footed,74.0,181.0,50,50,/player/zubi-176077
Josuha Guilavogui,Josuha Guilavogui,1990-09-19,France,MID (Midfielder),Right,78.0,187.0,77,62,/player/j-guilavogui-75690
José Sosa,José Ernesto Sosa,1985-06-19,Argentina,MID (Midfielder),Right,72.0,179.0,78,61,/player/j-sosa-139147
Haris Seferović,Haris Seferovic,1992-02-22,Switzerland,STR (Striker),Left-footed,84.0,189.0,84,74,/player/h-seferovic-50808
Lion Kaak,Lion Kaak,1991-06-26,Netherlands,MID (Midfielder),Left-footed,80.0,180.0,61,53,/player/lion-kaak-131349
Welliton,Welliton Soares De Morais,1986-10-22,Brazil,STR (Striker),Right,76.0,175.0,75,48,/player/welliton-37957
Alain Oyarzun,Alain Oyarzun Aguilar,1993-09-27,Spain,STR (Striker),Left-footed,73.0,182.0,57,50,/player/oiartzun-140085
Ortuño,Juan Tomás Ortuño Martínez,1992-02-11,Spain,STR (Striker),Right,75.0,177.0,63,48,/player/juanto-105339
Gabriel Paulista,Gabriel Armando De Abreu,1990-11-26,Brazil,DF (Defender),Right,72.0,185.0,85,75,/player/gabriel-paulista-181101
Isaac Success,Isaac Success Ajayi,1996-01-07,Nigeria,STR (Striker),Right,74.0,182.0,68,62,/player/s-isaac-207108
Matías Nahuel,Matías Nahuel Leiva Esquivel,1996-11-22,Argentina,STR (Striker),Right,67.0,175.0,65,55,/player/nahuel-172895
Gonzalo,Gonzalo Suarez Llano,1994-04-22,Spain,STR (Striker),Unknown,69.0,184.0,43,37,/player/gonzalo-144716
Issam El Adoua,Issam El Adoua,1986-09-12,Morocco,DF (Defender),Right,76.0,189.0,67,52,/player/i-el-adoua-68756
Vadillo,Daniel Vadillo González,1993-05-06,Spain,STR (Striker),Unknown,62.0,177.0,39,25,/player/vadillo-189273
Carlos Fernández,Carlos Fernández Luna,1996-05-22,Spain,STR (Striker),Left-footed,72.0,186.0,74,58,/player/carlos-177023
Bobley Anderson,Bobley Anderson Allegne,1992-03-03,Ivory Coast,STR (Striker),Right,77.0,185.0,45,45,/player/b-anderson-183696
Fidel,Fidel Chaves De La Torre,1989-10-27,Spain,STR (Striker),Left-footed,72.0,180.0,77,68,/player/fidel-72693
Dimitri Foulquier,Dimitri Foulquier,1993-03-23,France,DF (Defender),Right,72.0,183.0,79,72,/player/d-foulquier-125601
Sammir,Jorge Sammir Cruz Campos,1987-04-23,Brazil,MID (Midfielder),Right,77.0,178.0,74,74,/player/j-sammir-26964
Marco Sangalli,Marco Sangalli Fuentes,1992-02-07,Spain,STR (Striker),Right,66.0,179.0,69,58,/player/marco-sangalli-108413
Saborit,Enric Saborit Teixidor,1992-04-27,Spain,DF (Defender),Left-footed,72.0,186.0,70,64,/player/saborit-67760
José Carlos,José Carlos Ramírez Suárez,1996-05-19,Spain,DF (Defender),Left-footed,75.0,182.0,60,53,/player/jose-carlos-238755
Antonio Sivera,Antonio Sivera Salvá,1996-08-11,Spain,GOA (Goalkeeper),Right,76.0,181.0,68,60,/player/antonio-sivera-199632
Hans Martinez,Hans Alexis Martínez Cabrera,1987-01-04,Chile,DF (Defender),Left-footed,73.0,178.0,73,73,/player/hansley-martinez-246253
Alexander Callens,Alexander Martín Marquinho Callens Asín,1992-05-04,Peru,DF (Defender),Left-footed,76.0,186.0,85,82,/player/callens-103378
Vitolo,Víctor Machín Pérez,1989-11-02,Spain,STR (Striker),Right,79.0,185.0,83,40,/player/vitolo-32019
Mode,Modesto Acosta De La Rosa,1994-06-14,Spain,DF (Defender),Right,66.0,170.0,51,40,/player/mode-144711
Albizua,Unai Albizua Urquijo,1989-01-18,Spain,DF (Defender),Left-footed,79.0,181.0,64,49,/player/albizua-31812
Sebastián Dubarbier,Sebastián Dubarbier,1986-02-19,Argentina,DF (Defender),Left-footed,74.0,179.0,69,69,/player/dubarbier-4089
Mamaouni,Amine Mamaouni,1996-02-26,Morocco,MID (Midfielder),Unknown,72.0,173.0,25,25,/player/kiu-177067
Kevin Gameiro,Kevin Gameiro,1987-05-09,France,STR (Striker),Right,69.0,172.0,84,76,/player/k-gameiro-3354
Philippe Senderos,Philippe Senderos,1985-02-14,Switzerland,DF (Defender),Right,84.0,190.0,79,79,/player/p-senderos-237
Sergi Gómez,Sergio Gómez Solà,1992-03-28,Spain,DF (Defender),Right,80.0,187.0,79,72,/player/sergi-gomez-79543
Magunazelaia,Gorka Magunazelaia Garrido,1992-03-02,Spain,GOA (Goalkeeper),Right,82.0,185.0,53,42,/player/magunazelaia-42442
Edu Albacar,José Eduardo Albacar Gallego,1979-11-16,Spain,DF (Defender),Left-footed,70.0,177.0,74,74,/player/edu-albacar-27202
Stéphane Mbia,Stéphane M'Bia Etoundi,1986-05-20,Cameroon,MID (Midfielder),Right,82.0,189.0,80,60,/player/s-m-bia-67001
Álvaro García,Álvaro García Rivera,1992-10-27,Spain,STR (Striker),Two-Footed,62.0,168.0,85,81,/player/alvaro-garcia-162097
Charles,Charles Dias De Oliveira,1984-04-04,Brazil,STR (Striker),Right,75.0,179.0,77,54,/player/charles-33039
Carlos Vigaray,Carlos Martín Vigaray,1994-09-07,Spain,DF (Defender),Right,70.0,182.0,65,50,/player/carlos-144261
José García,José Manuel García Maurin,1997-01-13,Spain,STR (Striker),Right,65.0,169.0,53,42,/player/jose-manuel-garcia-maurin-192473
Xumetra,Jordi Xumetra Feliu,1985-10-24,Spain,STR (Striker),Right,73.0,177.0,69,51,/player/xumetra-27380
Ezequiel Rescaldani,Ezequiel Édison Rescaldani,1992-06-11,Argentina,STR (Striker),Right,83.0,191.0,64,49,/player/e-rescaldani-81690
Heinz Barmettler,Heinz Barmettler,1987-07-21,Switzerland,DF (Defender),Unknown,70.0,182.0,63,63,/player/heinz-barmettler
Christian Bravo,Christian Daniel Bravo Araneda,1993-10-01,Chile,STR (Striker),Right,68.0,168.0,67,60,/player/c-bravo-124870
Johan Mojica,Johan Andrés Mojica Palacio,1992-08-21,Colombia,DF (Defender),Left-footed,66.0,179.0,77,71,/player/j-mojica-133754
Toby Alderweireld,Toby Albertine Alderweireld,1989-03-02,Belgium,DF (Defender),Right,91.0,186.0,89,80,/player/t-alderweireld-29671
Manu Herrera,Manuel Herrera Yagüe,1981-09-19,Spain,GOA (Goalkeeper),Right,75.0,182.0,73,56,/player/manu-herrera-29286
Fran Morante,Francisco Morante Martinez,1992-06-28,Spain,DF (Defender),Right,80.0,182.0,63,56,/player/fran-morante-71374
Carlos Bacca,Carlos Arturo Bacca Ahumada,1986-09-08,Colombia,STR (Striker),Right,76.0,179.0,88,68,/player/c-bacca-67271
Javier Aquino,Javier Ignacio Aquino Carmona,1990-02-11,Mexico,STR (Striker),Right,62.0,168.0,81,75,/player/j-aquino-87489
Wilson Cuero,Wilson Antonio Cuero Llano,1992-01-27,Colombia,STR (Striker),Right,80.0,177.0,55,46,/player/cuero-89432
Pelegrín,Sergio Pelegrín López,1979-04-18,Spain,DF (Defender),Right,81.0,184.0,71,71,/player/pelegrin-27193
Neymar,Neymar Da Silva Santos Junior,1992-02-05,Brazil,STR (Striker),Right,64.0,175.0,97,92,/player/neymar-64511
Aleksandar Pantić,Aleksandar Pantic,1992-04-11,Serbia,DF (Defender),Right,77.0,184.0,66,47,/player/a-pantic-183978
Jean Dongou,Jean Marie Dongou Tsafack,1995-04-20,Cameroon,STR (Striker),Two-Footed,70.0,176.0,59,46,/player/j-dongou-81659
Razvan Raț,Razvan Rat,1981-05-26,Romania,DF (Defender),Left-footed,72.0,178.0,74,74,/player/rat-139106
Peli,Alberto Rodríguez Ramos,1992-02-01,Spain,MID (Midfielder),Unknown,67.0,175.0,58,52,/player/alberto-rodriguez-ramos
Rúben Vezo,Rúben Miguel Nunes Vezo,1994-04-25,Portugal,DF (Defender),Right,80.0,182.0,76,70,/player/ruben-vezo-186438
Víctor,Víctor Ibáñez Pascual,1989-04-21,Spain,GOA (Goalkeeper),Right,85.0,191.0,58,50,/player/victor-29292
Oleksandr Yakovenko,Oleksandr Yakovenko,1987-07-23,Ukraine,STR (Striker),Two-Footed,74.0,182.0,69,69,/player/a-iakovenko-29656
Carlos Sánchez,Carlos Alberto Sánchez Moreno,1986-02-06,Colombia,MID (Midfielder),Right,82.0,182.0,76,67,/player/c-sanchez-91423
Lanzarote,Manuel Lanzarote Bruno,1984-01-20,Spain,STR (Striker),Left-footed,69.0,178.0,68,68,/player/m-lanzarote-73034
Jordan Loties,Jordan Lotiès,1984-08-05,France,DF (Defender),Right,82.0,190.0,72,41,/player/j-loties-24824
Nacho Porcar,Ignacio Porcar Sanz,1992-07-10,Spain,DF (Defender),Unknown,71.0,182.0,61,54,/player/nacho-porcar-88909
Lucas Hernández,Lucas Francois Bernard Hernández,1996-02-14,France,DF (Defender),Left-footed,76.0,184.0,83,80,/player/lucas-164533
Javi Montoya,Javier Montoya Monente,1991-04-16,Spain,GOA (Goalkeeper),Right,73.0,186.0,62,55,/player/javi-montoya-196922
Patric,Patricio Gabarrón Gil,1993-04-17,Spain,DF (Defender),Right,72.0,184.0,78,73,/player/patric-81647
Adama Traoré,Adama Traoré Diarra,1996-01-25,Spain,STR (Striker),Right,86.0,178.0,79,68,/player/a-traore-147301
Diogo Figueiras,Diogo José Rosário Gomes Figueiras,1991-07-01,Portugal,DF (Defender),Right,62.0,171.0,74,64,/player/d-figueiras-111219
Denís Cheryshev,Denís Dmítrievich Chéryshev,1990-12-26,Russia,STR (Striker),Left-footed,74.0,179.0,77,55,/player/d-cheryshev-37124
Bojan Jokic,Bojan Jokic,1986-05-17,Slovenia,DF (Defender),Left-footed,75.0,176.0,76,65,/player/b-jokic-51898
Dani Romera,Daniel Romera Andújar,1995-08-23,Spain,STR (Striker),Right,66.0,175.0,66,59,/player/dani-romera-130054
Camarasa,Víctor Fernández Camarasa,1994-05-28,Spain,MID (Midfielder),Right,76.0,183.0,72,52,/player/camarasa-159874
Nordin Amrabat,Nordin Amrabat,1987-03-31,Netherlands,STR (Striker),Two-Footed,73.0,179.0,76,66,/player/n-amrabat-30100
Adrián Embarba,Adrián Embarba Blázquez,1992-05-07,Spain,STR (Striker),Right,66.0,173.0,75,65,/player/embarba-76584
Ivi,Iván López Álvarez,1994-06-29,Spain,STR (Striker),Right,74.0,174.0,74,68,/player/ivi-144275
Mantecón,Sergio Martínez Mantecón,1980-06-08,Spain,MID (Midfielder),Right,75.0,175.0,65,65,/player/mantecon-28941
Jesús Pozo,Jesús Pozo Blanco,1995-03-24,Spain,DF (Defender),Right,77.0,186.0,48,38,/player/j-pozo-232010
Sulayman Marreh,Sulayman Marreh,1996-01-15,Gambia,MID (Midfielder),Right,75.0,184.0,61,50,/player/s-marreh-206947
Raúl De Tomás,Raúl De Tomás Gómez,1994-10-17,Spain,STR (Striker),Right,72.0,180.0,84,81,/player/de-tomas-78519
Rémi Gomis,Rémi Gomis,1984-02-14,France,MID (Midfielder),Left-footed,64.0,180.0,73,73,/player/r-gomis-3205
Gaztañaga,Jon Gaztañaga Arrospide,1991-06-28,Spain,MID (Midfielder),Right,78.0,182.0,58,49,/player/gaztanaga-67816
Mario Gómez,Mario Gómez Martín,1992-10-06,Spain,DF (Defender),Right,73.0,181.0,56,47,/player/mario-99437
Isaac Nana,Isaac Nana Asare,1994-01-01,Ghana,MID (Midfielder),Right,74.0,186.0,55,49,/player/nana-130312
Sergi Darder,Sergi Darder Moll,1993-12-22,Spain,MID (Midfielder),Right,71.0,180.0,82,79,/player/sergi-darder-139714
Goku,Joan Ángel Román Ollé,1993-05-18,Spain,STR (Striker),Two-Footed,65.0,175.0,62,55,/player/joan-roman-138564
Fran Vélez,Francisco Manuel Vélez Jiménez,1991-06-23,Spain,DF (Defender),Right,75.0,180.0,76,70,/player/fran-velez-104146
Stefan Mitrović,Stefan Mitrovic,1990-05-22,Serbia,DF (Defender),Two-Footed,84.0,189.0,83,79,/player/s-mitrovic-99568
Federico Cartabia,Federico Nicolás Cartabia,1993-01-20,Argentina,STR (Striker),Left-footed,70.0,176.0,67,58,/player/f-cartabia-146765
Christian Cueva,Christian Alberto Cueva Bravo,1991-11-23,Peru,MID (Midfielder),Right,61.0,169.0,81,65,/player/c-cueva-103711
Flávio,Flávio Nunes Ferreira,1991-10-19,Portugal,DF (Defender),Right,75.0,180.0,66,66,/player/flavio-149609
Matias Campos Toro,Matias Daniel Campos Toro,1989-06-22,Chile,DF (Defender),Left-footed,73.0,175.0,71,70,/player/m-campos-toro-92591
Carles Gil,Carles Gil De Pareja Vicent,1992-11-22,Spain,MID (Midfielder),Left-footed,69.0,170.0,80,76,/player/carles-gil-84137
Sebastián Cristóforo,Sebastián Carlos Cristóforo Pepe,1993-08-23,Uruguay,MID (Midfielder),Right,65.0,174.0,61,55,/player/s-cristoforo-116711
Aleix Vidal,Aleix Vidal Parreu,1989-08-21,Spain,DF (Defender),Right,70.0,176.0,80,63,/player/aleix-vidal-39947
Joaquín Larrivey,Joaquín Oscar Larrivey,1984-08-20,Argentina,STR (Striker),Right,82.0,185.0,79,68,/player/j-larrivey-71870
Charlie Dean,Charlie Dean I'anson,1993-07-01,England,DF (Defender),Right,76.0,181.0,59,53,/player/c-i-anson-180744
Javi Navas,Javier Fernández Herránz,1991-06-02,Spain,STR (Striker),Right,78.0,182.0,52,43,/player/javi-navas-61349
Antonio Cotán,Antonio Jesús Cotán Pérez,1995-09-19,Spain,MID (Midfielder),Right,67.0,175.0,59,49,/player/cotan-144714
Jhon Córdoba,Jhon Andrés Córdoba Copete,1993-05-11,Colombia,STR (Striker),Right,84.0,188.0,74,68,/player/j-cordoba-101722
Lisandro López,Lisandro Ezequiel López Dessypris,1989-09-01,Argentina,DF (Defender),Right,80.0,187.0,81,70,/player/lisandro-54521
Mohamed Sissoko,Mohamed Lamine Sissoko Gillan,1985-01-22,France,MID (Midfielder),Right,81.0,191.0,79,79,/player/m-sissoko-11332
Markus Steinhöfer,Markus Steinhöfer,1986-03-07,Germany,DF (Defender),Right,70.0,175.0,73,73,/player/m-steinhofer-110871
Óscar Díaz,Óscar Díaz González,1984-04-24,Spain,STR (Striker),Right,76.0,180.0,63,43,/player/oscar-diaz-27300
Yoel,Yoel Rodríguez Oterino,1988-08-28,Spain,GOA (Goalkeeper),Right,78.0,186.0,72,61,/player/yoel-33502
Fuentes,Juan Rafael Fuentes Hernández,1990-01-05,Spain,DF (Defender),Left-footed,72.0,178.0,72,72,/player/fuentes-31295
Marcos Angeleri,Marcos Alberto Angeleri,1983-04-07,Argentina,DF (Defender),Right,68.0,182.0,79,79,/player/m-angeleri-17071
Zakarya Bergdich,Zakarya Bergdich,1989-01-07,France,DF (Defender),Left-footed,70.0,176.0,64,44,/player/z-bergdich-107485
Gareth Bale,Gareth Frank Bale,1989-07-16,Wales,STR (Striker),Left-footed,82.0,186.0,92,62,/player/g-bale-72
Daniel Ceballos,Daniel Ceballos Fernández,1996-08-07,Spain,MID (Midfielder),Right,75.0,176.0,71,56,/player/dani-ceballos-204716
Javi Rey,Javier Villar Rey,1991-02-20,Spain,MID (Midfielder),Right,77.0,186.0,54,43,/player/javi-rey-75883
Garry Rodrigues,Garry Mendes Rodrigues,1990-11-27,Netherlands,STR (Striker),Right,71.0,173.0,74,58,/player/g-rodrigues-139548
Diego Jiménez,Diego Jiménez López,1991-08-11,Spain,DF (Defender),Right,70.0,184.0,60,53,/player/d-jimenez-107190
Alfred N'diaye,Alfred John Momar N'Diaye,1990-03-06,France,MID (Midfielder),Right,90.0,189.0,73,53,/player/a-n-diaye-21284
Chuli,Manuel Jesús Vázquez Florido,1991-01-25,Spain,STR (Striker),Left-footed,65.0,177.0,61,45,/player/chuli-40925
Juanma García,Juan Manuel García García,1993-02-20,Spain,MID (Midfielder),Right,64.0,166.0,68,61,/player/juanma-196668
Marco Torsiglieri,Marco Natanel Torsiglieri,1988-01-12,Argentina,DF (Defender),Left-footed,86.0,190.0,70,70,/player/m-torsiglieri-16755
Fausto Rossi,Fausto Rossi,1990-12-03,Italy,MID (Midfielder),Right,60.0,175.0,67,52,/player/f-rossi-141477
Pibe,Agustín Emanuel Pastoriza Cacabelos,1996-01-31,Argentina,STR (Striker),Left-footed,68.0,177.0,57,50,/player/pibe-204717
Jaume Doménech,Jaume Doménech Sánchez,1990-11-05,Spain,GOA (Goalkeeper),Right,73.0,185.0,73,55,/player/jaume-112764
Jordi César,Jordi César López Delgado,1992-03-27,Spain,DF (Defender),Left-footed,81.0,181.0,52,42,/player/jordi-lopez-113744
Borja López,Borja López Menéndez,1994-02-02,Spain,DF (Defender),Left-footed,79.0,192.0,65,58,/player/b-lopez-112371
Lucas Vázquez,Lucas Vázquez Iglesias,1991-07-01,Spain,DF (Defender),Right,69.0,173.0,79,73,/player/lucas-94324
Hicham,Hicham Khaloua,1995-05-07,Spain,STR (Striker),Right,70.0,172.0,59,45,/player/hicham-149023
Sidnei,Sidnei Rechel Da Silva Junior,1989-08-23,Brazil,DF (Defender),Right,80.0,185.0,75,58,/player/sidnei-17665
Bartlomiej Pawlowski,Bartlomiej Pawlowski,1992-11-13,Poland,STR (Striker),Right,70.0,178.0,64,55,/player/b-pawlowski-99383
Bono,Yassine Bounou,1991-04-05,Canada,GOA (Goalkeeper),Left-footed,78.0,190.0,86,83,/player/y-bono-139107
Richmond Boakye,Richmond Yiadom Boakye,1993-01-28,Ghana,STR (Striker),Right,80.0,185.0,71,49,/player/r-boakye-87465
Burgui,Jorge Franco Alviz,1993-10-29,Spain,STR (Striker),Two-Footed,68.0,185.0,65,38,/player/burgui-139075
Pedro López,Pedro López Galisteo,1995-01-21,Spain,GOA (Goalkeeper),Right,80.0,189.0,60,52,/player/pedro-lopez-159449
Julio Iricibar,Julio Iricíbar Bayarri,1993-10-24,Spain,GOA (Goalkeeper),Right,80.0,182.0,61,54,/player/julio-biyarri-219802
Tiago Ilori,Tiago Abiola Delfim Almeida Ilori,1993-02-26,England,DF (Defender),Right,80.0,190.0,65,50,/player/tiago-ilori-110483
Pablo Pérez,Pablo Javier Pérez,1985-08-10,Argentina,MID (Midfielder),Right,71.0,179.0,76,65,/player/p-perez-17047
Verza,José Antonio García Rabasco,1986-09-29,Spain,MID (Midfielder),Right,77.0,182.0,74,74,/player/verza-27530
